Rank,temp
635,1.799999952
636,1.299999952
637,1.399999976
638,1.399999976
639,1.200000048
640,0.899999976
641,0.600000024
642,0.200000003
643,0
644,-0.100000001
645,-0.300000012
646,-0.200000003
647,-0.400000006
648,-0.300000012
649,-0.300000012
650,-0.400000006
651,-0.300000012
652,-0.200000003
653,-0.300000012
654,-0.100000001
655,0.200000003
656,0.699999988
657,2.400000095
658,4.300000191
659,4.900000095
660,5.400000095
661,7.099999905
662,6.300000191
663,4.800000191
664,3.299999952
665,1.899999976
666,1
667,0.699999988
668,0.600000024
669,0.5
670,0.200000003
671,0.400000006
672,0.200000003
673,0.200000003
674,0.800000012
675,1.5
676,3
677,4.099999905
678,4.300000191
679,4.300000191
680,4.300000191
681,4.400000095
682,4.400000095
683,4.400000095
684,2.5
685,2.599999905
686,3.799999952
687,4.099999905
688,4
689,3.700000048
690,4
691,4.300000191
692,4.300000191
693,3.700000048
694,3.799999952
695,3.799999952
696,3.200000048
697,2.900000095
698,2.200000048
699,2.400000095
700,2.200000048
701,2.299999952
702,2.299999952
703,2.599999905
704,2.700000048
705,3.200000048
706,3.599999905
707,4
708,4.099999905
709,4.400000095
710,4.5
711,4.400000095
712,3.700000048
713,3.599999905
714,3.400000095
715,3.400000095
716,2.799999952
717,2.5
718,2.900000095
719,3.099999905
720,2.900000095
721,2.299999952
722,2.200000048
723,2.400000095
724,2.599999905
725,2.5
726,2.5
727,2.200000048
728,2.200000048
729,2.200000048
730,2.700000048
731,3.200000048
732,3.299999952
733,3.200000048
734,3.599999905
735,3.5
736,3.400000095
737,3.5
738,3.299999952
739,3
740,2.5
741,2.400000095
742,2.400000095
743,2.299999952
744,2.099999905
745,2
746,1.899999976
747,1.799999952
748,1.899999976
749,1.700000048
750,1.700000048
751,1.799999952
752,1.5
753,1.5
754,1.600000024
755,1.399999976
756,1.299999952
757,1.399999976
758,1.399999976
759,0.899999976
760,0.800000012
761,0.699999988
762,0.699999988
763,1
764,1.100000024
765,1
766,0.899999976
767,0.699999988
768,0.800000012
769,0.699999988
770,0.600000024
771,0.400000006
772,0.200000003
773,0.200000003
774,0.200000003
775,0.300000012
776,0.5
777,0.800000012
778,1
779,1.399999976
780,1.799999952
781,2.200000048
782,2.299999952
783,2.5
784,2.599999905
785,2.5
786,2.5
787,2.5
788,2.799999952
789,2.5
790,2.200000048
791,2.400000095
792,2.299999952
793,2.5
794,2.400000095
795,2.099999905
796,2
797,1.799999952
798,1.799999952
799,1.600000024
800,1.600000024
801,1.700000048
802,1.799999952
803,2
804,2.099999905
805,2.200000048
806,2.099999905
807,1.899999976
808,1.700000048
809,1.399999976
810,1.299999952
811,1.399999976
812,1.5
813,1.5
814,1.600000024
815,1.700000048
816,1.600000024
817,1.700000048
818,1.799999952
819,2.099999905
820,2.200000048
821,2.200000048
822,2.5
823,2.799999952
824,2.799999952
825,3.299999952
826,3.700000048
827,4.5
828,4.5
829,4.400000095
830,4.400000095
831,4.400000095
832,4.5
833,4.400000095
834,4
835,1.799999952
836,2.400000095
837,2.200000048
838,1.5
839,2.700000048
840,3.200000048
841,3.799999952
842,3.700000048
843,3.599999905
844,3.700000048
845,3.799999952
846,3.200000048
847,3
848,2.799999952
849,2.799999952
850,2.799999952
851,2.799999952
852,3.099999905
853,3.400000095
854,3.599999905
855,3.900000095
856,3.599999905
857,3.299999952
858,3
859,3
860,2.700000048
861,2.200000048
862,1.299999952
863,0.800000012
864,0.800000012
865,0.800000012
866,0.899999976
867,1.299999952
868,1.600000024
869,1.799999952
870,1.899999976
871,2
872,2.400000095
873,2.5
874,3.299999952
875,3.099999905
876,3.400000095
877,3.400000095
878,2.599999905
879,2.400000095
880,1.899999976
881,1.799999952
882,1.600000024
883,1.5
884,1.100000024
885,1.100000024
886,0.899999976
887,0.699999988
888,0.5
889,0.100000001
890,-0.200000003
891,-0.300000012
892,-0.600000024
893,-0.699999988
894,-0.699999988
895,-0.699999988
896,-0.600000024
897,-0.200000003
898,0.100000001
899,0.300000012
900,0.100000001
901,-0.200000003
902,-0.200000003
903,-0.300000012
904,-0.600000024
905,-1
906,-1.299999952
907,-1.299999952
908,-1.600000024
909,-1.600000024
910,-1.399999976
911,-1.399999976
912,-1.399999976
913,-1.399999976
914,-1.399999976
915,-1.399999976
916,-1.399999976
917,-1.600000024
918,-1.899999976
919,-2
920,-1.799999952
921,-1.700000048
922,-1
923,-0.800000012
924,-0.699999988
925,-1.100000024
926,-1
927,-1.200000048
928,-1.200000048
929,-1.399999976
930,-1.5
931,-1.799999952
932,-1.399999976
933,-1.299999952
934,-1.399999976
935,-1.5
936,-1.700000048
937,-1.799999952
938,-2
939,-2.099999905
940,-1.899999976
941,-2.099999905
942,-2
943,-1.700000048
944,-1.700000048
945,-1
946,-0.699999988
947,0.800000012
948,0
949,-0.600000024
950,-0.899999976
951,-1.200000048
952,-1.5
953,-1.5
954,-1.600000024
955,-1.799999952
956,-1.799999952
957,-2
958,-2
959,-2.099999905
960,-2.200000048
961,-2.200000048
962,-2.200000048
963,-2.299999952
964,-2.299999952
965,-2.299999952
966,-2.200000048
967,-1.899999976
968,-1.399999976
969,-0.899999976
970,-0.600000024
971,-0.600000024
972,-0.400000006
973,-0.200000003
974,-0.300000012
975,-0.200000003
976,-0.300000012
977,-0.600000024
978,-0.600000024
979,-0.5
980,-0.400000006
981,-0.100000001
982,-0.100000001
983,0
984,0.300000012
985,0.300000012
986,0.400000006
987,0.300000012
988,0.600000024
989,0.699999988
990,0.100000001
991,-0.200000003
992,0.300000012
993,1.5
994,1.899999976
995,1.5
996,1.799999952
997,1.799999952
998,1.399999976
999,1
1000,0.100000001
1001,0
1002,-0.300000012
1003,-0.5
1004,-0.5
1005,-0.300000012
1006,-0.100000001
1007,0.100000001
1008,0.200000003
1009,0.200000003
1010,0.200000003
1011,0
1012,0
1013,0.200000003
1014,0.100000001
1015,0.200000003
1016,0.300000012
1017,0.300000012
1018,0.400000006
1019,0.600000024
1020,1
1021,1.200000048
1022,1.100000024
1023,0.600000024
1024,-0.200000003
1025,-0.600000024
1026,-0.899999976
1027,-0.800000012
1028,-0.800000012
1029,-0.899999976
1030,-0.899999976
1031,-0.800000012
1032,-0.800000012
1033,-1.100000024
1034,-0.899999976
1035,-1
1036,-1.100000024
1037,-1.100000024
1038,-1.399999976
1039,-1.299999952
1040,-1.100000024
1041,-1
1042,-0.5
1043,0.300000012
1044,1.5
1045,2.099999905
1046,1.299999952
1047,0.899999976
1048,-0.5
1049,-0.800000012
1050,-1.299999952
1051,-1.799999952
1052,-2.299999952
1053,-2.200000048
1054,-2.400000095
1055,-2.299999952
1056,-2.299999952
1057,-2.700000048
1058,-2.900000095
1059,-3.400000095
1060,-3.299999952
1061,-3.099999905
1062,-3.200000048
1063,-3.299999952
1064,-3.200000048
1065,-2.099999905
1066,0.100000001
1067,1.899999976
1068,3.099999905
1069,4.699999809
1070,4.300000191
1071,3.099999905
1072,1.299999952
1073,0.200000003
1074,-0.300000012
1075,-0.300000012
1076,-0.600000024
1077,-0.899999976
1078,-1.200000048
1079,-1.200000048
1080,-1.299999952
1081,-1.5
1082,-1.600000024
1083,-2.099999905
1084,-2.200000048
1085,-2.299999952
1086,-2.400000095
1087,-1.700000048
1088,0.100000001
1089,1.399999976
1090,3.200000048
1091,4
1092,4.699999809
1093,5.699999809
1094,5.400000095
1095,4.900000095
1096,3.5
1097,2.799999952
1098,2.700000048
1099,2.200000048
1100,2.299999952
1101,2.299999952
1102,3.400000095
1103,3.700000048
1104,5
1105,4.699999809
1106,3.099999905
1107,4.599999905
1108,4.300000191
1109,4.400000095
1110,4
1111,4.199999809
1112,4.400000095
1113,4.900000095
1114,4.900000095
1115,5.099999905
1116,5
1117,5.699999809
1118,5
1119,4.900000095
1120,4.300000191
1121,4.199999809
1122,4.400000095
1123,4.400000095
1124,4.300000191
1125,4
1126,4.300000191
1127,4.599999905
1128,4.699999809
1129,4.5
1130,4.599999905
1131,4
1132,4.099999905
1133,4.699999809
1134,4.400000095
1135,4.800000191
1136,5.300000191
1137,5.5
1138,6.599999905
1139,7.800000191
1140,6.099999905
1141,6.400000095
1142,6.5
1143,5.699999809
1144,5.5
1145,4.900000095
1146,5
1147,5.099999905
1148,4.300000191
1149,3.599999905
1150,3.299999952
1151,3
1152,2.900000095
1153,3.799999952
1154,4
1155,4
1156,4
1157,3.299999952
1158,3.5
1159,4
1160,4.199999809
1161,3.700000048
1162,3.5
1163,4
1164,4.099999905
1165,3.900000095
1166,3.700000048
1167,3.299999952
1168,3.099999905
1169,3
1170,2.799999952
1171,3
1172,3.200000048
1173,3.5
1174,3.900000095
1175,3.900000095
1176,3.900000095
1177,3.900000095
1178,4
1179,4.099999905
1180,4.400000095
1181,4.800000191
1182,4.900000095
1183,5.099999905
1184,5.099999905
1185,4.5
1186,5.199999809
1187,6.099999905
1188,5.599999905
1189,5
1190,5.400000095
1191,5.300000191
1192,5.099999905
1193,4.5
1194,4.699999809
1195,4.300000191
1196,4.099999905
1197,4.199999809
1198,4.599999905
1199,3.599999905
1200,4
1201,4.199999809
1202,5
1203,5
1204,4.900000095
1205,5
1206,5.099999905
1207,5.400000095
1208,5.300000191
1209,5.199999809
1210,5.599999905
1211,5.099999905
1212,5.099999905
1213,5.599999905
1214,5.699999809
1215,6.199999809
1216,6.199999809
1217,6.099999905
1218,6.300000191
1219,6.5
1220,6.599999905
1221,5.5
1222,5.599999905
1223,5.199999809
1224,5.099999905
1225,5.099999905
1226,5
1227,5
1228,4.900000095
1229,4.599999905
1230,4.699999809
1231,5.599999905
1232,6.800000191
1233,7.300000191
1234,7.199999809
1235,7.699999809
1236,7.800000191
1237,7.5
1238,6.900000095
1239,5.599999905
1240,4.300000191
1241,4
1242,4.5
1243,4.5
1244,4.300000191
1245,3.900000095
1246,4.199999809
1247,4.199999809
1248,4.800000191
1249,6
1250,6.300000191
1251,6.199999809
1252,6.199999809
1253,5.800000191
1254,5.099999905
1255,5.900000095
1256,6.599999905
1257,6.599999905
1258,6.599999905
1259,6.699999809
1260,6.800000191
1261,6.5
1262,6
1263,5.699999809
1264,5.199999809
1265,5.199999809
1266,5.400000095
1267,5.300000191
1268,5.400000095
1269,5.699999809
1270,5.599999905
1271,5.5
1272,5.5
1273,5.300000191
1274,5.199999809
1275,4.900000095
1276,4.800000191
1277,4.699999809
1278,4.300000191
1279,4.5
1280,4.900000095
1281,4.599999905
1282,4.300000191
1283,2.299999952
1284,1.600000024
1285,0.699999988
1286,0.699999988
1287,0.800000012
1288,1
1289,0.899999976
1290,0.899999976
1291,0.5
1292,0.300000012
1293,0.400000006
1294,0.699999988
1295,0.899999976
1296,1.200000048
1297,1.600000024
1298,1.200000048
1299,0.899999976
1300,1
1301,0.899999976
1302,0.400000006
1303,3.700000048
1304,5.599999905
1305,5.800000191
1306,3.200000048
1307,5.699999809
1308,6.300000191
1309,5.699999809
1310,5.300000191
1311,4.099999905
1312,3.200000048
1313,3
1314,2.799999952
1315,3
1316,2.700000048
1317,2.599999905
1318,2.599999905
1319,2.299999952
1320,2.299999952
1321,2.5
1322,2.5
1323,2.599999905
1324,2.700000048
1325,2.900000095
1326,3
1327,3.400000095
1328,3.799999952
1329,3.799999952
1330,3.700000048
1331,3.200000048
1332,3.099999905
1333,2.900000095
1334,3.299999952
1335,3.799999952
1336,4.099999905
1337,4.199999809
1338,4.400000095
1339,4.599999905
1340,5
1341,5.199999809
1342,5.300000191
1343,5.300000191
1344,5.300000191
1345,5.300000191
1346,5.300000191
1347,5.300000191
1348,5.199999809
1349,5.199999809
1350,5.199999809
1351,5.199999809
1352,5.5
1353,5.599999905
1354,5.699999809
1355,6.300000191
1356,6.099999905
1357,5.5
1358,5.400000095
1359,5.300000191
1360,5.199999809
1361,5.300000191
1362,5.099999905
1363,4.800000191
1364,5.199999809
1365,5.300000191
1366,5.5
1367,5.5
1368,5.400000095
1369,5.400000095
1370,5.5
1371,5.599999905
1372,5.699999809
1373,5.699999809
1374,5.400000095
1375,5.5
1376,5.800000191
1377,6
1378,5.599999905
1379,6.099999905
1380,6.5
1381,6.400000095
1382,6.5
1383,6.400000095
1384,6.099999905
1385,6.699999809
1386,6.699999809
1387,6.400000095
1388,6.800000191
1389,6.5
1390,6.199999809
1391,5.800000191
1392,5.199999809
1393,4.900000095
1394,4.400000095
1395,4.300000191
1396,4.099999905
1397,4
1398,4
1399,3.599999905
1400,3.5
1401,3
1402,3.799999952
1403,3.099999905
1404,4.599999905
1405,4.300000191
1406,3.900000095
1407,4.199999809
1408,3.400000095
1409,3.900000095
1410,3.900000095
1411,4
1412,2.599999905
1413,2.799999952
1414,2.5
1415,3
1416,4.599999905
1417,4.800000191
1418,4.699999809
1419,4.699999809
1420,4.599999905
1421,4.400000095
1422,4.699999809
1423,5
1424,6.400000095
1425,5.800000191
1426,6.199999809
1427,5.199999809
1428,5.800000191
1429,6
1430,6.400000095
1431,5.599999905
1432,4.699999809
1433,4.5
1434,4
1435,3.900000095
1436,3.900000095
1437,3.5
1438,3.5
1439,3.5
1440,3.599999905
1441,3.5
1442,3.200000048
1443,2.599999905
1444,3.400000095
1445,3.700000048
1446,3.099999905
1447,3.799999952
1448,6.699999809
1449,7
1450,8
1451,7.699999809
1452,7
1453,6.5
1454,6.300000191
1455,5.900000095
1456,4.900000095
1457,4.800000191
1458,4.5
1459,5
1460,4.800000191
1461,4.900000095
1462,4.800000191
1463,4.800000191
1464,5
1465,5.099999905
1466,4.900000095
1467,5
1468,5
1469,4.599999905
1470,4.800000191
1471,4.900000095
1472,5.199999809
1473,5.900000095
1474,6.300000191
1475,5.800000191
1476,6.099999905
1477,6.300000191
1478,5.900000095
1479,5.400000095
1480,4.599999905
1481,4.5
1482,4.599999905
1483,4.5
1484,4.5
1485,4.699999809
1486,4.599999905
1487,4.5
1488,4.699999809
1489,4.300000191
1490,4.400000095
1491,4.699999809
1492,4.5
1493,4.599999905
1494,4.900000095
1495,5.199999809
1496,5.5
1497,6.5
1498,6.800000191
1499,7.5
1500,8.100000381
1501,7.699999809
1502,7.300000191
1503,7
1504,6.599999905
1505,5.900000095
1506,6
1507,6
1508,5.900000095
1509,5.5
1510,5.5
1511,5.699999809
1512,5.300000191
1513,5.300000191
1514,4.800000191
1515,4.800000191
1516,4.400000095
1517,4.300000191
1518,4.699999809
1519,4.900000095
1520,4.5
1521,4.5
1522,5
1523,4.800000191
1524,4.800000191
1525,5.400000095
1526,5.5
1527,5.699999809
1528,5.599999905
1529,5.800000191
1530,4.900000095
1531,4.300000191
1532,4.300000191
1533,4.300000191
1534,4.900000095
1535,4.599999905
1536,5
1537,4.5
1538,3.799999952
1539,4
1540,3.900000095
1541,3.700000048
1542,7.900000095
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
