Rank,wind speed
1637,3
1638,3.5
1639,2.900000095
1640,1.399999976
1641,2.700000048
1642,2
1643,2.200000048
1644,2.700000048
1645,2.099999905
1646,2.799999952
1647,1.799999952
1648,2.200000048
1649,2.5
1650,1.899999976
1651,2
1652,2.400000095
1653,1.299999952
1654,1.5
1655,1.700000048
1656,1.899999976
1657,1.799999952
1658,2
1659,2
1660,2.299999952
1661,2.599999905
1662,1.799999952
1663,2.299999952
1664,2.5
1665,2.700000048
1666,1.200000048
1667,1.299999952
1668,1.700000048
1669,1.399999976
1670,1.299999952
1671,1.600000024
1672,1.100000024
1673,1
1674,1.600000024
1675,1.700000048
1676,1.899999976
1677,2.099999905
1678,1.700000048
1679,1.299999952
1680,1.100000024
1681,1.299999952
1682,1.5
1683,2
1684,1.100000024
1685,2.099999905
1686,1.200000048
1687,1.899999976
1688,3.099999905
1689,2.799999952
1690,4.599999905
1691,2.200000048
1692,3.299999952
1693,3.200000048
1694,2.5
1695,2.599999905
1696,3.5
1697,1.200000048
1698,2
1699,2
1700,1.200000048
1701,2.299999952
1702,3.299999952
1703,2.799999952
1704,3
1705,2.200000048
1706,2.299999952
1707,1.399999976
1708,2.099999905
1709,1.100000024
1710,5
1711,4.199999809
1712,1.799999952
1713,2.099999905
1714,3.700000048
1715,3.799999952
1716,3.200000048
1717,4.199999809
1718,4.800000191
1719,3
1720,2.200000048
1721,1.600000024
1722,2
1723,0.699999988
1724,0.699999988
1725,0.400000006
1726,0.300000012
1727,0.699999988
1728,0
1729,0
1730,0.100000001
1731,0
1732,1.399999976
1733,2.400000095
1734,3.400000095
1735,2.5
1736,4.599999905
1737,5.400000095
1738,5.199999809
1739,6.900000095
1740,4
1741,4
1742,2.599999905
1743,1.100000024
1744,2.400000095
1745,1.700000048
1746,1.5
1747,0.800000012
1748,1.799999952
1749,1
1750,0.800000012
1751,0.400000006
1752,1.100000024
1753,1.899999976
1754,1.5
1755,1.100000024
1756,0.600000024
1757,0.100000001
1758,1.200000048
1759,1
1760,1.600000024
1761,1.799999952
1762,2.5
1763,2.299999952
1764,2.200000048
1765,2.299999952
1766,3.5
1767,3.900000095
1768,2.599999905
1769,3
1770,3.700000048
1771,1.600000024
1772,1.5
1773,2.299999952
1774,2.299999952
1775,1.899999976
1776,2.400000095
1777,2.700000048
1778,2.900000095
1779,2.799999952
1780,1.200000048
1781,2.299999952
1782,3.099999905
1783,2.900000095
1784,1.799999952
1785,4.800000191
1786,4
1787,3.299999952
1788,2.400000095
1789,3.400000095
1790,3.099999905
1791,4.599999905
1792,3.299999952
1793,5.900000095
1794,2.900000095
1795,4.5
1796,3.799999952
1797,4.5
1798,3
1799,3
1800,2.400000095
1801,3.400000095
1802,1.399999976
1803,0.800000012
1804,1.200000048
1805,2.400000095
1806,1.700000048
1807,1.700000048
1808,2.200000048
1809,1.600000024
1810,3.799999952
1811,2
1812,2
1813,1.899999976
1814,2.200000048
